strategy_variant,subset,period_split,window,variant,period_count,mean_period_return_pct,median_period_return_pct,compounded_return_pct,max_drawdown_pct,worst_period_return_pct,best_period_return_pct,win_rate_pct,std_pct,monthly_t,sharpe_monthly
baseline,tier1_only,validation,10,t1,12,1.8053671494512156,2.9710365253302498,22.815309718259535,-8.083503322256568,-6.2673850927828125,6.02206161227845,75.0,4.121253345746826,1.5174935228829751,0.43806264696499964
baseline,tier1_only,validation,10,t1_net,12,1.645367149451216,2.81103652533025,20.515457019552553,-8.39011942278064,-6.427385092782812,5.86206161227845,75.0,4.121253345746826,1.383006217220479,0.3992395059015848
baseline,tier1_only,validation,10,excess_csi300,12,1.188251588738905,0.82424146113822,14.776474914689675,-5.126776536902078,-3.7849040046291567,5.596705670011635,75.0,2.706931501267128,1.5206237194452903,0.43896625687893415
baseline,tier1_only,validation,10,excess_csi1000,12,0.9018229526645488,1.0401822691265359,11.112184591701734,-3.3170757985793276,-1.8761716592658837,4.7465635790540075,66.66666666666666,2.0996009401625573,1.4879048142604148,0.42952112252089536
baseline,tier1_only,validation,10,excess_eligible,12,0.21748935768538946,0.5306280899188945,2.3011279916987037,-8.31922664018252,-6.104113190849316,3.848670487337595,66.66666666666666,2.434655612452501,0.3094504337203991,0.08933064560465945
baseline,tier1_only,validation,20,close,12,3.231862891182432,4.506012341903383,44.28966066862279,-10.019605588964476,-5.541610363908908,9.871315618699015,58.333333333333336,5.367774773832487,2.0856876327647154,0.6020861581110909
baseline,tier1_only,validation,20,t1,12,2.9704360949447683,3.860433337119229,39.85262913470624,-11.674555518243213,-5.502430385207966,10.116503379588975,66.66666666666666,5.503256399060309,1.8697824938555787,0.5397597130767842
baseline,tier1_only,validation,20,t1_net,12,2.810436094944768,3.7004333371192293,37.26028114239415,-12.115721897454257,-5.662430385207966,9.956503379588973,58.333333333333336,5.503256399060309,1.7690682588225388,0.5106860177230077
baseline,tier1_only,validation,20,excess_csi300,12,1.6284587129213708,0.9378381416154797,20.53739922101945,-8.055168784180577,-4.3569171300375125,6.597768499123211,66.66666666666666,3.634304622233978,1.552194173021331,0.44807986181421694
baseline,tier1_only,validation,20,excess_csi1000,12,0.747767833390152,-0.5822320267391532,8.744708329624062,-8.588600026548953,-2.797403674163466,7.438482090566809,41.66666666666667,3.230495261877632,0.8018410644222156,0.23147157719573114
baseline,tier1_only,validation,20,excess_eligible,12,0.5076297146205005,0.800595008412024,5.605572697715089,-12.533200753107177,-5.899479071309679,5.283238952597114,66.66666666666666,3.3646211918816133,0.522638601501939,0.150872768633017
no_chase,all,all,5,close,23,0.9532108052901122,0.6000041517049938,21.330173350224403,-11.458613524209726,-9.540427387661113,14.25569501780378,65.21739130434783,4.82861589147107,0.9467388856602348,0.19740870400849178
no_chase,all,all,5,t1,23,0.8182531065226365,0.3228929938959652,17.812003205567216,-11.3271348385654,-9.587170460484826,13.942775113399541,60.86956521739131,4.690557652733099,0.836617803860328,0.17444687116165303
no_chase,all,all,5,t1_net,23,0.6582531065226366,0.16289299389596507,13.57749062416913,-12.47300882546134,-9.747170460484824,13.782775113399541,60.86956521739131,4.690557652733099,0.6730267981548712,0.14033578846197212
no_chase,all,all,5,excess_csi300,23,0.6341054409548035,0.8298588061163866,14.490595179989052,-8.785093663197118,-5.784522694216796,7.3701898752196895,56.52173913043478,3.04667432243138,0.998158168874531,0.20813036571915552
no_chase,all,all,5,excess_csi1000,23,0.9702037140263897,0.9859848410080834,24.28496519220782,-4.570777277976267,-2.8690376140489837,5.955134697516318,69.56521739130434,2.080796401766142,2.2361311043278973,0.46626556697373106
no_chase,all,all,5,excess_eligible,23,0.4339436288118436,0.34087290804327197,9.529275767729928,-6.241740680709162,-4.044868459562924,10.60409586748056,56.52173913043478,2.848692118129038,0.7305529864573045,0.15233082790879093
no_chase,all,all,10,close,23,1.1611550084276272,1.3791752602719929,26.56261364268062,-18.197903908339885,-8.592060336283874,13.795193607035333,60.86956521739131,5.2880876444190115,1.0530657143602393,0.21957938039342015
no_chase,all,all,10,t1,23,1.0290759219735899,1.3842703240713423,22.753754000882044,-19.545251865655867,-8.758296824507568,13.41534907426427,60.86956521739131,5.320778358980876,0.9275475153278756,0.19340702666868756
no_chase,all,all,10,t1_net,23,0.86907592197359,1.2242703240713424,18.348006181203225,-20.34327231440567,-8.918296824507568,13.25534907426427,60.86956521739131,5.320778358980876,0.7833330805290903,0.16333623829804664
no_chase,all,all,10,excess_csi300,23,0.620080538125932,0.29357146148414415,13.306150239535741,-12.906377039791295,-6.407342756885899,9.569641636696401,60.86956521739131,4.002383106144676,0.7430077813319562,0.15492783216428
no_chase,all,all,10,excess_csi1000,23,0.7343977036586444,0.7059318940587611,17.079600506814362,-5.611257875521513,-5.151283653121843,7.648977610780694,60.86956521739131,3.13969120963375,1.1217815456015663,0.23390762168115034
no_chase,all,all,10,excess_eligible,23,0.4246964270931236,0.46027394937758453,8.648530011524747,-8.319226640182508,-6.104113190849316,12.839196108920659,65.21739130434783,3.694061824738273,0.5513639482836189,0.11496733060855409
no_chase,all,all,20,close,23,2.3851682132097336,-0.2483287647891745,63.364991506024104,-17.861234575193485,-7.932248499142919,22.08488064319156,47.82608695652174,7.094473641725027,1.612362732315874,0.3362008703763086
no_chase,all,all,20,t1,23,2.2669643897940737,0.08207694010825245,58.59114061695217,-19.43672757670798,-8.086407895036638,22.466303506950542,52.17391304347826,7.301184252175446,1.4890706640586981,0.3104926970057787
